<html><head>
<meta http-equiv="content-type" content="text/html; charset=windows-1252"></head><body><font class="Normal"><b>0 - 26806</b> résultats <font class="Normal">sur un total de <b>26806</b> mots correspondant à votre requête</font><br><br> <pre>ortho	lemme	freqlivres	freqlemfilms2	orthosyll	
concave	concave	1.08	0.20	con-ca-ve	
condensé	condensé	1.08	0.05	con-den-sé	
congénitale	congénital	1.08	0.82	con-gé-ni-ta-le	
conjugales	conjugal	1.08	4.88	con-ju-ga-les	
consternée	consterné	1.08	0.46	cons-ter-née	
contrariée	contrarié	1.08	2.62	con-tra-riée	
corpulent	corpulent	1.08	0.81	cor-pu-lent	
cossue	cossu	1.08	0.08	cos-sue	
croyants	croyant	1.08	3.99	croyants	
cuirassée	cuirassé	1.08	0.18	cui-ras-sée	
cuisant	cuisant	1.08	0.49	cui-sant	
côtelé	côtelé	1.08	0.17	cô-te-lé	
discordants	discordant	1.08	0.14	dis-cor-dants	
disparaissant	disparaissant	1.08	0.01	dis-pa-rais-sant	
distraits	distrait	1.08	2.14	dis-traits	
dominicale	dominical	1.08	0.31	do-mi-ni-ca-le	
décidés	décidé	1.08	3.45	dé-ci-dés	
déclinante	déclinant	1.08	0.06	dé-cli-nan-te	
décorés	décoré	1.08	1.28	dé-co-rés	
découpé	découpé	1.08	0.64	dé-cou-pé	
découverts	découvert	1.08	2.95	dé-cou-verts	
défunts	défunt	1.08	4.79	dé-funts	
délibérée	délibéré	1.08	0.76	dé-li-bé-rée	
délirants	délirant	1.08	3.05	dé-li-rants	
démesurées	démesuré	1.08	0.72	dé-me-su-rées	
déplacée	déplacé	1.08	2.87	dé-pla-cée	
désarmante	désarmant	1.08	0.08	dé-sar-man-te	
désespérées	désespéré	1.08	10.37	dé-ses-pé-rées	
désolant	désolant	1.08	0.88	dé-so-lant	
désolante	désolant	1.08	0.88	dé-so-lan-te	
dévouée	dévoué	1.08	4.79	dé-vouée	
effilé	effilé	1.08	0.08	ef-fi-lé	
effondrée	effondré	1.08	0.51	ef-fon-drée	
effondrés	effondré	1.08	0.51	ef-fon-drés	
encombré	encombré	1.08	0.43	en-com-bré	
enfouie	enfoui	1.08	1.07	en-fouie	
engageante	engageant	1.08	0.26	en-ga-gean-te	
enivrant	enivrant	1.08	1.20	e-ni-vrant	
enivrante	enivrant	1.08	1.20	e-ni-vran-te	
enlevé	enlevé	1.08	1.55	en-le-vé	
ennuyeuses	ennuyeux	1.08	20.42	en-nuyeu-ses	
entourée	entouré	1.08	1.10	en-tou-rée	
entretenu	entretenu	1.08	0.93	en-tre-te-nu	
entêtante	entêtant	1.08	0.05	en-tê-tan-te	
espacés	espacé	1.08	0.41	es-pa-cés	
exorbitante	exorbitant	1.08	0.83	exor-bi-tan-te	
expéditif	expéditif	1.08	0.47	ex-pé-di-tif	
fantaisistes	fantaisiste	1.08	0.80	fan-tai-sis-tes	
faraud	faraud	1.08	0.03	fa-raud	
fastueuse	fastueux	1.08	0.38	fas-tueu-se	
fautif	fautif	1.08	2.96	fau-tif	
feuillue	feuillu	1.08	0.18	feuil-lue	
fiable	fiable	1.08	6.85	fia-ble	
fichus	fichu	1.08	27.51	fi-chus	
flexibles	flexible	1.08	1.43	flexi-bles	
foncés	foncé	1.08	4.06	fon-cés	
fondante	fondant	1.08	0.18	fon-dan-te	
fondateur	fondateur	1.08	1.91	fon-da-teur	
fondée	fondé	1.08	1.22	fon-dée	
foraines	forain	1.08	2.14	fo-rai-nes	
forcées	forcé	1.08	4.63	for-cées	
formés	formé	1.08	0.93	for-més	
fragmentaires	fragmentaire	1.08	0.02	frag-men-tai-res	
franco-britanniques	franco-britannique	1.08	0.14	franco-britanniques	
friables	friable	1.08	0.12	fria-bles	
froncé	froncé	1.08	0.14	fron-cé	
fuligineux	fuligineux	1.08	0.01	fu-li-gi-neux	
galantes	galant	1.08	5.39	ga-lan-tes	
gardées	gardé	1.08	2.64	gar-dées	
gastronomiques	gastronomique	1.08	0.48	gas-tro-no-mi-ques	
gitan	gitan	1.08	1.19	gi-tan	
gourmandes	gourmand	1.08	2.79	gour-man-des	
grillagée	grillagé	1.08	0.14	gril-la-gée	
guttural	guttural	1.08	0.07	gut-tu-ral	
guérie	guéri	1.08	3.46	gué-rie	
hard	hard	1.08	2.72	hard	
hasardeuse	hasardeux	1.08	0.66	ha-sar-deu-se	
hitlérien	hitlérien	1.08	0.68	hit-lé-rien	
horaire	horaire	1.08	2.83	ho-rai-re	
horrifiant	horrifiant	1.08	0.24	hor-ri-fiant	
huilée	huilé	1.08	0.57	hui-lée	
illisibles	illisible	1.08	0.83	il-li-si-bles	
illuminées	illuminé	1.08	0.60	il-lu-mi-nées	
imaginable	imaginable	1.08	0.79	i-ma-gi-na-ble	
imaginatif	imaginatif	1.08	0.75	i-ma-gi-na-tif	
immaculées	immaculé	1.08	2.29	im-ma-cu-lées	
implacables	implacable	1.08	2.02	im-pla-ca-bles	
implicite	implicite	1.08	0.26	im-pli-ci-te	
imposée	imposé	1.08	0.59	im-po-sée	
inattaquable	inattaquable	1.08	0.52	i-n-at-ta-qua-ble	
inavouables	inavouable	1.08	1.27	i-n-avoua-bles	
inclinés	incliné	1.08	0.19	in-cli-nés	
incohérents	incohérent	1.08	0.86	in-co-hé-rents	
incolores	incolore	1.08	0.14	in-co-lo-res	
incommode	incommode	1.08	0.23	in-com-mo-de	
incongrus	incongru	1.08	0.32	in-con-grus	
incontinent	incontinent	1.08	0.29	in-con-ti-nent	
indestructibles	indestructible	1.08	1.92	in-des-truc-ti-bles	
indiquée	indiqué	1.08	1.88	in-di-quée	
indiscutables	indiscutable	1.08	1.13	in-dis-cu-ta-bles	
indéterminé	indéterminé	1.08	1.49	in-dé-ter-mi-né	
ineffaçable	ineffaçable	1.08	0.13	i-n-ef-fa-ça-ble	
infamant	infamant	1.08	0.18	in-fa-mant	
infectes	infect	1.08	3.61	in-fec-tes	
inhabité	inhabité	1.08	1.71	in-ha-bi-té	
inoffensives	inoffensif	1.08	7.78	i-n-of-fen-si-ves	
insinuant	insinuant	1.08	0.10	in-si-nuant	
insuffisante	insuffisant	1.08	3.45	in-suf-fi-san-te	
intimidant	intimidant	1.08	0.78	in-ti-mi-dant	
inutilisables	inutilisable	1.08	1.72	i-n-uti-li-sa-bles	
irlandaise	irlandais	1.08	4.75	ir-lan-dai-se	
irréprochables	irréprochable	1.08	2.38	ir-ré-pro-cha-bles	
jojo	jojo	1.08	1.40	jo-jo	
joueurs	joueur	1.08	4.43	joueurs	
laineux	laineux	1.08	0.06	lai-neux	
langoureuse	langoureux	1.08	0.77	lan-gou-reu-se	
lie-de-vin	lie-de-vin	1.08	0.00	lie-de-vin	
lisibles	lisible	1.08	0.84	li-si-bles	
mahousse	mahousse	1.08	0.03	ma-hous-se	
malchanceux	malchanceux	1.08	0.94	mal-chan-ceux	
malléable	malléable	1.08	0.31	mal-léa-ble	
malpropres	malpropre	1.08	0.30	mal-pro-pres	
maniaques	maniaque	1.08	1.48	ma-nia-ques	
marocains	marocain	1.08	0.54	ma-ro-cains	
marquées	marqué	1.08	3.04	mar-quées	
mesquins	mesquin	1.08	2.93	mes-quins	
meublée	meublé	1.08	0.90	meu-blée	
miel	miel	1.08	0.69	miel	
migrateurs	migrateur	1.08	0.35	mi-gra-teurs	
milliardaire	milliardaire	1.08	1.29	mil-liar-dai-re	
minutieuses	minutieux	1.08	1.81	mi-nu-tieu-ses	
miraculeuses	miraculeux	1.08	4.43	mi-ra-cu-leu-ses	
miteuse	miteux	1.08	1.98	mi-teu-se	
momentané	momentané	1.08	0.96	mo-men-ta-né	
monarchiste	monarchiste	1.08	0.61	mo-nar-chis-te	
mondiaux	mondial	1.08	13.79	mon-diaux	
moyenâgeux	moyenâgeux	1.08	0.09	moyen-âgeux	
musculeux	musculeux	1.08	0.03	mus-cu-leux	
mythiques	mythique	1.08	1.15	my-thi-ques	
mémorables	mémorable	1.08	2.23	mé-mo-ra-bles	
métropolitaine	métropolitain	1.08	0.23	mé-tro-po-li-tai-ne	
nasale	nasal	1.08	1.56	na-sa-le	
naval	naval	1.08	4.37	na-val	
négligeables	négligeable	1.08	1.16	né-gli-gea-bles	
négligée	négligé	1.08	1.37	né-gli-gée	
obligeant	obligeant	1.08	0.36	o-bli-geant	
omniprésente	omniprésent	1.08	0.69	om-ni-pré-sen-te	
optimistes	optimiste	1.08	4.21	op-ti-mis-tes	
opulent	opulent	1.08	0.47	o-pu-lent	
opulentes	opulent	1.08	0.47	o-pu-len-tes	
ordurier	ordurier	1.08	0.30	or-du-rier	
outré	outré	1.08	0.47	ou-tré	
partagés	partagé	1.08	2.00	par-ta-gés	
passionnelle	passionnel	1.08	1.43	pas-sion-nel-le	
pathologique	pathologique	1.08	1.26	pa-tho-lo-gi-que	
pelée	pelé	1.08	0.44	pe-lée	
pendue	pendu	1.08	2.90	pen-due	
pernicieux	pernicieux	1.08	0.40	per-ni-cieux	
persan	persan	1.08	0.53	per-san	
persistante	persistant	1.08	0.67	per-sis-tan-te	
pervenche	pervenche	1.08	0.33	per-ven-che	
peuplé	peuplé	1.08	0.44	peu-plé	
piquée	piqué	1.08	1.06	pi-quée	
plaisantes	plaisant	1.08	4.88	plai-san-tes	
plombée	plombé	1.08	0.20	plom-bée	
plénipotentiaire	plénipotentiaire	1.08	0.01	plé-ni-po-ten-tiai-re	
policiers	policier	1.08	9.29	po-li-ciers	
porno	porno	1.08	7.20	por-no	
portatif	portatif	1.08	0.65	por-ta-tif	
potable	potable	1.08	2.26	po-ta-ble	
poudreuse	poudreux	1.08	0.07	pou-dreu-se	
princier	princier	1.08	0.59	prin-cier	
préparatoires	préparatoire	1.08	0.52	pré-pa-ra-toi-res	
psychiques	psychique	1.08	3.34	psy-chi-ques	
puritain	puritain	1.08	1.16	pu-ri-tain	
rafraîchissant	rafraîchissant	1.08	0.72	ra-fraî-chis-sant	
railleur	railleur	1.08	0.04	rail-leur	
rapprochées	rapproché	1.08	1.70	rap-pro-chées	
rationnel	rationnel	1.08	3.50	ra-tion-nel	
recroquevillée	recroquevillé	1.08	0.12	re-cro-que-vil-lée	
retenus	retenu	1.08	1.46	re-te-nus	
retroussée	retroussé	1.08	0.35	re-trous-sée	
rhénans	rhénan	1.08	0.00	rhé-nans	
roides	roide	1.08	0.04	roi-des	
rubis	rubis	1.08	0.86	ru-bis	
ruinés	ruiné	1.08	1.17	rui-nés	
réglo	réglo	1.08	6.61	ré-glo	
saignante	saignant	1.08	1.94	sai-gnan-te	
sanitaire	sanitaire	1.08	3.52	sa-ni-tai-re	
scabreux	scabreux	1.08	0.55	s-ca-breux	
soupçonneuse	soupçonneux	1.08	1.25	soup-çon-neu-se	
sporadiques	sporadique	1.08	0.31	spo-ra-di-ques	
spécialisées	spécialisé	1.08	1.60	s-pé-cia-li-sées	
superflue	superflu	1.08	2.94	su-per-flue	
synonyme	synonyme	1.08	0.97	sy-no-ny-me	
tannée	tanné	1.08	0.10	tan-née	
temporel	temporel	1.08	4.59	tem-po-rel	
territoriales	territorial	1.08	0.67	ter-ri-to-ria-les	
timbrée	timbré	1.08	1.57	tim-brée	
totalitaire	totalitaire	1.08	0.09	to-ta-li-tai-re	
trait	trait	1.08	2.24	trait	
trempées	trempé	1.08	3.40	trem-pées	
troublantes	troublant	1.08	2.74	trou-blan-tes	
troublés	troublé	1.08	3.32	trou-blés	
tuberculeux	tuberculeux	1.08	0.44	tu-ber-cu-leux	
tuméfié	tuméfié	1.08	0.44	tu-mé-fié	
tzigane	tzigane	1.08	0.89	t-zi-ga-ne	
utilitaire	utilitaire	1.08	0.12	u-ti-li-tai-re	
vermeilles	vermeil	1.08	1.66	ver-meil-les	
vernissées	vernissé	1.08	0.00	ver-nis-sées	
vestimentaires	vestimentaire	1.08	0.90	ves-ti-men-tai-res	
vivable	vivable	1.08	0.41	vi-va-ble	
vivaces	vivace	1.08	0.52	vi-va-ces	
végétaux	végétal	1.08	0.78	vé-gé-taux	
éclatées	éclaté	1.08	1.13	é-cla-tées	
écoulée	écoulé	1.08	1.10	é-cou-lée	
édifiantes	édifiant	1.08	0.76	é-di-fian-tes	
égoïstes	égoïste	1.08	8.13	é-goïs-tes	
égyptiens	égyptien	1.08	7.48	é-gyp-tiens	
éprouvante	éprouvant	1.08	1.42	é-prou-van-te	
établis	établi	1.08	2.00	é-ta-blis	
étranglé	étranglé	1.08	0.41	é-tran-glé	
oblong	oblong	1.01	0.05	ob-long	
obèses	obèse	1.01	1.40	o-bè-ses	
odieuses	odieux	1.01	8.59	o-dieu-ses	
offensé	offensé	1.01	2.19	of-fen-sé	
oiseuses	oiseux	1.01	0.28	oi-seu-ses	
olive	olive	1.01	0.12	o-li-ve	
optique	optique	1.01	1.73	op-ti-que	
ouatée	ouaté	1.01	0.01	oua-tée	
outremer	outremer	1.01	0.02	ou-tre-mer	
parlementaires	parlementaire	1.01	0.77	par-le-men-tai-res	
passable	passable	1.01	0.36	pas-sa-ble	
patibulaires	patibulaire	1.01	0.03	pa-ti-bu-lai-res	
peignés	peigné	1.01	0.06	pei-gnés	
perdant	perdant	1.01	1.87	per-dant	
phosphorescentes	phosphorescent	1.01	0.38	phos-pho-res-cen-tes	
phosphorescents	phosphorescent	1.01	0.38	phos-pho-res-cents	
plaintifs	plaintif	1.01	1.12	plain-tif-s	
plantée	planté	1.01	3.39	plan-tée	
plissées	plissé	1.01	0.33	plis-sées	
policières	policier	1.01	9.29	po-li-ciè-res	
praticable	praticable	1.01	0.48	pra-ti-ca-ble	
primitives	primitif	1.01	7.00	pri-mi-ti-ves	
prophétique	prophétique	1.01	0.84	pro-phé-ti-que	
protecteurs	protecteur	1.01	3.98	pro-tec-teurs	
prussien	prussien	1.01	0.41	prus-sien	
puce	puce	1.01	1.19	pu-ce	
puceau	puceau	1.01	2.92	pu-ceau	
péjoratif	péjoratif	1.01	0.09	pé-jo-ra-tif	
périmés	périmé	1.01	0.79	pé-ri-més	
rancunier	rancunier	1.01	1.46	ran-cu-nier	
rasant	rasant	1.01	0.33	ra-sant	
ravageur	ravageur	1.01	0.12	ra-va-geur	
recherché	recherché	1.01	3.54	re-cher-ché	
reconnue	reconnu	1.01	3.04	re-con-nue	
recueillie	recueilli	1.01	0.54	re-cueil-lie	
retentissant	retentissant	1.01	0.20	re-ten-tis-sant	
riante	riant	1.01	0.53	rian-te	
rondouillard	rondouillard	1.01	0.04	ron-douil-lard	
rudimentaires	rudimentaire	1.01	0.87	ru-di-men-tai-res	
rusés	rusé	1.01	3.27	ru-sés	
réussis	réussi	1.01	6.11	réus-sis	
scellée	scellé	1.01	1.06	s-cel-lée	
senti	senti	1.01	0.77	sen-ti	
slaves	slave	1.01	0.22	sla-ves	
somnolente	somnolent	1.01	0.18	som-no-len-te	
souverains	souverain	1.01	3.36	sou-ve-rains	
sphérique	sphérique	1.01	0.26	sphé-ri-que	
standard	standard	1.01	4.17	stan-dard	
stridentes	strident	1.01	0.74	s-tri-den-tes	
su	su	1.01	3.20	su	
subits	subit	1.01	3.06	su-bits	
sucrés	sucré	1.01	3.69	su-crés	
suivie	suivi	1.01	1.99	sui-vie	
surnaturelles	surnaturel	1.01	3.38	sur-na-tu-rel-les	
tamisée	tamisé	1.01	0.76	ta-mi-sée	
tapageuse	tapageur	1.01	0.23	ta-pa-geu-se	
tatillon	tatillon	1.01	0.47	ta-til-lon	
terreuses	terreux	1.01	0.53	ter-reu-ses	
tolérable	tolérable	1.01	0.47	to-lé-ra-ble	
touchantes	touchant	1.01	7.42	tou-chan-tes	
tourmentée	tourmenté	1.01	2.31	tour-men-tée	
traité	traité	1.01	2.60	trai-té	
transis	transi	1.01	0.53	tran-sis	
transitoire	transitoire	1.01	0.41	tran-si-toi-re	
travailleurs	travailleur	1.01	4.19	tra-vail-leurs	
traversant	traversant	1.01	0.08	tra-ver-sant	
treizième	treizième	1.01	0.31	trei-ziè-me	
trouées	troué	1.01	0.96	trouées	
télévisé	télévisé	1.01	3.37	té-lé-vi-sé	
usagé	usagé	1.01	1.37	u-sa-gé	
ventrale	ventral	1.01	0.17	ven-tra-le	
vigoureuses	vigoureux	1.01	2.62	vi-gou-reu-ses	
volubiles	volubile	1.01	0.07	vo-lu-bi-les	
volées	volé	1.01	12.25	vo-lées	
voyants	voyant	1.01	3.55	voyants	
voûtés	voûté	1.01	0.41	voû-tés	
végétative	végétatif	1.01	0.47	vé-gé-ta-ti-ve	
zazou	zazou	1.01	0.06	za-zou	
zoologique	zoologique	1.01	0.36	zoo-lo-gi-que	
ébouriffé	ébouriffé	1.01	0.22	é-bou-rif-fé	
ébréchée	ébréché	1.01	0.37	é-bré-chée	
écaillé	écaillé	1.01	0.07	é-cail-lé	
échappé	échappé	1.01	1.08	é-chap-pé	
élimé	élimé	1.01	0.04	é-li-mé	
émissaire	émissaire	1.01	2.02	é-mis-sai-re	
épanouies	épanoui	1.01	0.86	é-pa-nouies	
épisodiques	épisodique	1.01	0.01	é-pi-so-di-ques	
épouvantée	épouvanté	1.01	0.29	é-pou-van-tée	
épouvantés	épouvanté	1.01	0.29	é-pou-van-tés	
éprouvant	éprouvant	1.01	1.42	é-prou-vant	
absolues	absolu	1.01	17.25	ab-so-lues	
accessoire	accessoire	1.01	0.74	ac-ces-soi-re	
accusé	accusé	1.01	2.17	ac-cu-sé	
adolescents	adolescent	1.01	2.44	a-do-les-cents	
affairé	affairé	1.01	0.21	af-fai-ré	
angéliques	angélique	1.01	0.59	an-gé-li-ques	
apocalyptique	apocalyptique	1.01	0.58	a-po-ca-lyp-ti-que	
appétissante	appétissant	1.01	1.74	ap-pé-tis-san-te	
aquatiques	aquatique	1.01	1.52	a-qua-ti-ques	
architecturale	architectural	1.01	0.28	ar-chi-tec-tu-ra-le	
ardoise	ardoise	1.01	0.16	ar-doi-se	
arrogante	arrogant	1.01	5.29	ar-ro-gan-te	
assassine	assassin	1.01	6.09	as-sas-si-ne	
assidu	assidu	1.01	0.68	as-si-du	
assourdis	assourdi	1.01	0.02	as-sour-dis	
autonomes	autonome	1.01	2.08	au-to-no-mes	
avantageuse	avantageux	1.01	1.36	a-van-ta-geu-se	
avertie	averti	1.01	1.10	a-ver-tie	
bedonnant	bedonnant	1.01	0.33	be-don-nant	
blafards	blafard	1.01	0.64	bla-fard-s	
bleu-noir	bleu-noir	1.01	0.01		
bouffantes	bouffant	1.01	0.25	bouf-fan-tes	
bouillonnant	bouillonnant	1.01	0.42	bouil-lon-nant	
bourbeux	bourbeux	1.01	0.03	bour-beux	
bourdonnantes	bourdonnant	1.01	0.06	bour-don-nan-tes	
bourguignons	bourguignon	1.01	0.29	bour-gui-gnons	
braque	braque	1.01	0.06	bra-que	
bâtarde	bâtard	1.01	2.69	bâ-tar-de	
béants	béant	1.01	1.21	béants	
bénévoles	bénévole	1.01	1.52	bé-né-vo-les	
cambrée	cambré	1.01	0.32	cam-brée	
canine	canine	1.01	0.54	ca-ni-ne	
cessant	cessant	1.01	0.01	ces-sant	
chaleureuses	chaleureux	1.01	5.72	cha-leu-reu-ses	
changeants	changeant	1.01	1.60	chan-geants	
charbonneuse	charbonneux	1.01	0.00	char-bon-neu-se	
chevaline	chevalin	1.01	0.18	che-va-li-ne	
chiant	chiant	1.01	11.89	chiant	
chirurgicale	chirurgical	1.01	3.60	chi-rur-gi-ca-le	
choquée	choqué	1.01	2.65	cho-quée	
clairvoyant	clairvoyant	1.01	0.96	clair-voyant	
cloué	cloué	1.01	0.31	cloué	
communautaire	communautaire	1.01	1.15	com-mu-nau-tai-re	
conquérant	conquérant	1.01	0.53	con-qué-rant	
conquérante	conquérant	1.01	0.53	con-qué-ran-te	
consistant	consistant	1.01	1.06	con-sis-tant	
constitutionnelle	constitutionnel	1.01	1.60	cons-ti-tu-tion-nel-le	
contracté	contracté	1.01	0.66	con-trac-té	
contrainte	contraint	1.01	0.77	con-train-te	
corporelle	corporel	1.01	3.64	cor-po-rel-le	
corrects	correct	1.01	19.24	cor-rects	
cradingue	cradingue	1.01	0.12	cra-din-gue	
crayeux	crayeux	1.01	0.03	crayeux	
croisée	croisé	1.01	4.62	croi-sée	
croupie	croupi	1.01	0.03	crou-pie	
crédule	crédule	1.01	1.09	cré-du-le	
didactique	didactique	1.01	0.60	di-dac-ti-que	
dingo	dingo	1.01	0.98	din-go	
divins	divin	1.01	26.55	di-vins	
durcis	durci	1.01	0.22	dur-cis	
déconcertant	déconcertant	1.01	1.01	dé-con-cer-tant	
déguisée	déguisé	1.01	2.86	dé-gui-sée	
dénudée	dénudé	1.01	0.61	dé-nu-dée	
désintéressé	désintéressé	1.01	1.05	dés-in-té-res-sé	
désirables	désirable	1.01	1.39	dé-si-ra-bles	
désobligeante	désobligeant	1.01	0.76	dé-so-bli-gean-te	
déterminés	déterminé	1.01	2.39	dé-ter-mi-nés	
ecclésiastiques	ecclésiastique	1.01	0.48	ec-clé-sias-ti-ques	
effectif	effectif	1.01	0.57	ef-fec-tif	
emballé	emballé	1.01	1.50	em-bal-lé	
embarrassante	embarrassant	1.01	7.44	em-bar-ras-san-te	
empaillés	empaillé	1.01	0.67	em-pail-lés	
enchantés	enchanté	1.01	55.00	en-chan-tés	
enfermée	enfermé	1.01	3.17	en-fer-mée	
enflée	enflé	1.01	1.93	en-flée	
enfoui	enfoui	1.01	1.07	en-foui	
engourdies	engourdi	1.01	1.34	en-gour-dies	
ensevelis	enseveli	1.01	0.59	en-se-ve-lis	
enterrée	enterré	1.01	3.59	en-ter-rée	
entraîné	entraîné	1.01	1.78	en-traî-né	
escarpé	escarpé	1.01	0.14	es-car-pé	
espiègle	espiègle	1.01	0.89	es-piè-gle	
exaspérante	exaspérant	1.01	0.64	exas-pé-ran-te	
extatique	extatique	1.01	0.22	ex-ta-ti-que	
fastidieuse	fastidieux	1.01	1.39	fas-ti-dieu-se	
feignant	feignant	1.01	0.98	fei-gnant	
ficelé	ficelé	1.01	0.61	fi-ce-lé	
filiforme	filiforme	1.01	0.03	fi-li-for-me	
finaud	finaud	1.01	0.34	fi-naud	
fluides	fluide	1.01	1.73	flui-des	
foetale	foetal	1.01	1.05	foe-ta-le	
folkloriques	folklorique	1.01	1.73	folk-lo-ri-ques	
fossile	fossile	1.01	0.14	fos-si-le	
fripées	fripé	1.01	0.57	fri-pées	
furibard	furibard	1.01	0.19	fu-ri-bard	
fuyants	fuyant	1.01	1.09	fuyants	
fériés	férié	1.01	0.97	fé-riés	
gammées	gammée	1.01	1.27	gam-mées	
gardée	gardé	1.01	2.64	gar-dée	
geignarde	geignard	1.01	0.22	gei-gnar-de	
givrée	givré	1.01	1.52	gi-vrée	
glaciales	glacial	1.01	3.81	gla-cia-les	
goguenarde	goguenard	1.01	0.01	go-gue-nar-de	
goudronnée	goudronné	1.01	0.39	gou-dron-née	
grincheux	grincheux	1.01	1.54	grin-cheux	
grossissant	grossissant	1.01	0.34	gros-sis-sant	
grouillants	grouillant	1.01	0.14	grouil-lants	
grégorien	grégorien	1.01	0.06	gré-go-rien	
génétique	génétique	1.01	8.06	gé-né-ti-que	
haché	haché	1.01	1.50	ha-ché	
hurlantes	hurlant	1.01	0.69	hur-lan-tes	
hydraulique	hydraulique	1.01	1.41	hy-drau-li-que	
identifiables	identifiable	1.01	0.67	i-den-ti-fia-bles	
illuminés	illuminé	1.01	0.60	il-lu-mi-nés	
immortels	immortel	1.01	6.66	im-mor-tels	
immémoriales	immémorial	1.01	0.04	im-mé-mo-ria-les	
imparfait	imparfait	1.01	1.51	im-par-fait	
impies	impie	1.01	1.66	im-pies	
importun	importun	1.01	0.70	im-por-tun	
inaperçus	inaperçu	1.01	3.37	i-n-aper-çus	
inarticulés	inarticulé	1.01	0.15	i-n-ar-ti-cu-lés	
incestueux	incestueux	1.01	0.69	in-ces-tueux	
incontrôlable	incontrôlable	1.01	2.65	in-con-trô-la-ble	
indomptable	indomptable	1.01	1.07	in-domp-ta-ble	
industriels	industriel	1.01	6.66	in-dus-triels	
indécrottable	indécrottable	1.01	0.17	in-dé-crot-ta-ble	
inestimables	inestimable	1.01	2.19	i-n-es-ti-ma-bles	
insatisfait	insatisfait	1.01	1.71	in-sa-tis-fait	
insoucieux	insoucieux	1.01	0.04	in-sou-cieux	
instables	instable	1.01	5.00	in-sta-bles	
instruits	instruit	1.01	3.58	ins-truits	
interloquée	interloqué	1.01	0.02	in-ter-lo-quée	
intrépides	intrépide	1.01	1.63	in-tré-pi-des	
intégrante	intégrant	1.01	0.34	in-té-gran-te	
involontaires	involontaire	1.01	3.40	in-vo-lon-tai-res	
invétéré	invétéré	1.01	0.79	in-vé-té-ré	
jeunot	jeunot	1.01	0.46	jeu-not	
jouasse	jouasse	1.01	0.02	jouas-se	
julienne	julienne	1.01	0.00	ju-lien-ne	
juteuse	juteux	1.01	2.86	ju-teu-se	
laie	laie	1.01	0.00	laie	
laïques	laïque	1.01	0.58	laï-ques	
libérateur	libérateur	1.01	0.99	li-bé-ra-teur	
malhabiles	malhabile	1.01	0.14	mal-ha-bi-les	
malicieuse	malicieux	1.01	0.41	ma-li-cieu-se	
malodorant	malodorant	1.01	0.80	mal-odo-rant	
manuels	manuel	1.01	5.70	ma-nuels	
mentales	mental	1.01	18.15	men-ta-les	
menteurs	menteur	1.01	8.49	men-teurs	
meurtris	meurtri	1.01	0.66	meur-tris	
militant	militant	1.01	0.92	mi-li-tant	
miséricordieux	miséricordieux	1.01	4.69	mi-sé-ri-cor-dieux	
mitoyen	mitoyen	1.01	0.43	mi-toyen	
moisies	moisi	1.01	0.61	moi-sies	
moqueurs	moqueur	1.01	0.82	mo-queurs	
murale	mural	1.01	0.35	mu-ra-le	
musicienne	musicien	1.01	4.34	mu-si-cien-ne	
mutilées	mutilé	1.01	2.21	mu-ti-lées	
méconnu	méconnu	1.01	0.26	mé-con-nu	
médusé	médusé	1.01	0.02	mé-du-sé	
navrante	navrant	1.01	0.63	na-vran-te	
nestorien	nestorien	1.01	0.00	nes-to-rien	
nourricier	nourricier	1.01	0.34	nour-ri-cier	
abondants	abondant	0.95	1.36	a-bon-dants	
accrochée	accroché	0.95	1.34	ac-cro-chée	
adipeux	adipeux	0.95	0.22	a-di-peux	
affectée	affecté	0.95	1.61	af-fec-tée	
affligé	affligé	0.95	1.66	af-fli-gé	
ahuris	ahuri	0.95	0.39	a-hu-ris	
alangui	alangui	0.95	0.04	a-lan-gui	
alpin	alpin	0.95	1.19	al-pin	
antisémites	antisémite	0.95	0.96	an-ti-sé-mi-tes	
apaisantes	apaisant	0.95	1.28	a-pai-san-tes	
apaisants	apaisant	0.95	1.28	a-pai-sants	
aplatis	aplati	0.95	0.30	a-pla-tis	
appropriés	approprié	0.95	4.77	ap-pro-priés	
arrondies	arrondi	0.95	0.57	ar-ron-dies	
arrosé	arrosé	0.95	0.84	ar-ro-sé	
asiatiques	asiatique	0.95	3.00	a-sia-ti-ques	
assidue	assidu	0.95	0.68	as-si-due	
assorti	assorti	0.95	1.71	as-sor-ti	
assoupis	assoupi	0.95	0.79	as-sou-pis	
astronomique	astronomique	0.95	1.11	as-tro-no-mi-que	
astronomiques	astronomique	0.95	1.11	as-tro-no-mi-ques	
atmosphérique	atmosphérique	0.95	1.89	at-mo-sphé-ri-que	
attendrissante	attendrissant	0.95	0.42	at-ten-dris-san-te	
atterré	atterré	0.95	0.01	at-ter-ré	
auxiliaires	auxiliaire	0.95	1.90	auxi-liai-res	
aérée	aéré	0.95	0.50	aé-rée	
bafoué	bafoué	0.95	0.32	ba-foué	
balancée	balancé	0.95	0.94	ba-lan-cée	
bavarois	bavarois	0.95	0.52	ba-va-rois	
baveuse	baveux	0.95	1.33	ba-veu-se	
bohème	bohème	0.95	0.23	bo-hè-me	
boisées	boisé	0.95	0.46	boi-sées	
bondissante	bondissant	0.95	0.34	bon-dis-san-te	
