<html><head>
<meta http-equiv="content-type" content="text/html; charset=windows-1252"></head><body><font class="Normal"><b>0 - 50000</b> résultats <font class="Normal">sur un total de <b>64929</b> mots correspondant à votre requête</font><br><br> <pre>ortho	lemme	freqlivres	freqlemfilms2	orthosyll	
est	être	6331.76	32236.50	est	
était	être	3688.99	32236.50	é-tait	
dit	dire	2601.62	5946.15	dit	
a	avoir	1669.39	13572.40	a	
faire	faire	1555.14	8813.48	fai-re	
avait	avoir	1496.15	13572.40	a-vait	
fait	faire	1459.26	8813.48	fait	
dire	dire	827.84	5946.15	di-re	
été	être	818.99	32236.50	é-té	
voir	voir	716.55	4119.43	voir	
sont	être	713.18	32236.50	sont	
va	aller	694.59	9992.77	va	
faut	falloir	653.92	1653.76	faut	
ai	avoir	619.05	13572.40	ai	
sais	savoir	615.27	4516.71	sais	
suis	suivre	583.92	2090.54	suis	
étaient	être	534.19	32236.50	é-taient	
faisait	faire	524.73	8813.48	fai-sait	
peut	pouvoir	508.99	5524.47	peut	
être	être	505.61	32236.50	ê-tre	
dis	dire	477.36	5946.15	dis	
fit	faire	469.66	8813.48	fit	
pouvait	pouvoir	445.00	5524.47	pou-vait	
eu	avoir	436.76	13572.40	eu	
étais	être	403.11	32236.50	é-tais	
vu	voir	393.45	4119.43	vu	
veux	vouloir	377.97	5249.30	veux	
allait	aller	370.61	9992.77	al-lait	
aller	aller	368.04	9992.77	al-ler	
disait	dire	352.30	5946.15	di-sait	
avais	avoir	351.96	13572.40	a-vais	
pu	pouvoir	349.32	5524.47	pu	
prendre	prendre	344.05	1913.83	pren-dre	
parler	parler	341.82	1970.55	par-ler	
pris	prendre	333.04	1913.83	pris	
fallait	falloir	310.61	1653.76	fal-lait	
crois	croire	305.54	1711.99	crois	
devait	devoir	298.99	3232.57	de-vait	
passer	passer	288.78	1495.49	pas-ser	
serait	être	285.27	32236.50	se-rait	
fut	être	284.46	32236.50	fut	
vais	aller	280.00	9992.77	vais	
venait	venir	271.89	2763.82	ve-nait	
demanda	demander	270.74	909.77	de-man-da	
semblait	sembler	260.54	229.25	sem-blait	
aime	aimer	257.57	1655.07	ai-me	
es	être	256.62	32236.50	es	
vois	voir	253.72	4119.43	vois	
savoir	savoir	250.00	4516.71	sa-voir	
eut	avoir	247.09	13572.40	eut	
mis	mettre	245.68	1004.83	mis	
peux	pouvoir	245.41	5524.47	peux	
sait	savoir	245.00	4516.71	sait	
dû	devoir	243.65	3232.57	dû	
ont	avoir	240.61	13572.40	ont	
savait	savoir	237.84	4516.71	sa-vait	
mettre	mettre	230.20	1004.83	met-tre	
voulait	vouloir	225.34	5249.30	vou-lait	
doit	devoir	224.59	3232.57	doit	
fais	faire	224.26	8813.48	fais	
donner	donner	216.55	1209.67	don-ner	
veut	vouloir	210.61	5249.30	veut	
as	avoir	208.72	13572.40	as	
demande	demander	208.18	909.77	de-man-de	
vient	venir	206.22	2763.82	vient	
regarde	regarder	203.65	1197.29	re-gar-de	
venir	venir	196.01	2763.82	ve-nir	
êtes	être	195.54	32236.50	ê-tes	
trouver	trouver	192.70	1335.49	trou-ver	
laisser	laisser	192.03	1334.10	lais-ser	
vivre	vivre	186.82	510.19	vi-vre	
passe	passer	185.61	1495.49	pas-se	
mit	mettre	185.20	1004.83	mit	
voyait	voir	180.95	4119.43	voyait	
tenait	tenir	179.12	504.69	te-nait	
pense	penser	178.04	1485.47	pen-se	
avoir	avoir	177.30	13572.40	a-voir	
avaient	avoir	175.68	13572.40	a-vaient	
voulu	vouloir	174.19	5249.30	vou-lu	
chercher	chercher	172.36	712.46	cher-cher	
sentait	sentir	170.47	535.40	sen-tait	
parle	parler	168.78	1970.55	par-le	
croire	croire	167.91	1711.99	croi-re	
partir	partir	167.77	1111.97	par-tir	
soit	être	167.03	32236.50	soit	
prit	prendre	164.80	1913.83	prit	
arrive	arriver	164.12	1252.42	ar-ri-ve	
trouve	trouver	163.78	1335.49	trou-ve	
regarder	regarder	163.51	1197.29	re-gar-der	
entendre	entendre	162.50	728.67	en-ten-dre	
sera	être	161.82	32236.50	se-ra	
penser	penser	161.62	1485.47	pen-ser	
regardait	regarder	160.81	1197.29	re-gar-dait	
pourrait	pouvoir	159.32	5524.47	pour-rait	
voit	voir	158.78	4119.43	voit	
parlait	parler	157.09	1970.55	par-lait	
passé	passer	157.09	1495.49	pas-sé	
allez	aller	155.54	9992.77	al-lez	
semble	sembler	154.19	229.25	sem-ble	
reste	rester	153.99	1003.56	res-te	
font	faire	153.92	8813.48	font	
restait	rester	152.64	1003.56	res-tait	
importe	importer	151.08	259.37	im-por-te	
assis	asseoir	150.07	322.71	as-sis	
rendre	rendre	150.07	508.81	ren-dre	
fini	finir	149.26	557.61	fi-ni	
donne	donner	149.26	1209.67	don-ne	
trouvait	trouver	149.19	1335.49	trou-vait	
regarda	regarder	149.05	1197.29	re-gar-da	
donné	donner	148.65	1209.67	don-né	
comprendre	comprendre	148.51	893.51	com-pren-dre	
sortir	sortir	145.34	884.26	sor-tir	
demander	demander	144.66	909.77	de-man-der	
rire	rire	144.19	140.24	ri-re	
attendre	attendre	143.45	1351.46	at-ten-dre	
laisse	laisser	143.31	1334.10	lais-se	
compris	comprendre	136.62	893.51	com-pris	
vas	aller	136.35	9992.77	vas	
trouvé	trouver	135.74	1335.49	trou-vé	
venu	venir	135.14	2763.82	ve-nu	
manger	manger	134.26	467.82	man-ger	
avez	avoir	134.19	13572.40	a-vez	
tomber	tomber	133.18	407.82	tom-ber	
savez	savoir	132.91	4516.71	sa-vez	
appelle	appeler	132.36	1165.48	ap-pel-le	
savais	savoir	132.09	4516.71	sa-vais	
passait	passer	131.28	1495.49	pas-sait	
sommes	être	130.95	32236.50	som-mes	
mourir	mourir	130.61	916.40	mou-rir	
allons	aller	129.80	9992.77	al-lons	
prend	prendre	129.05	1913.83	prend	
demandé	demander	128.92	909.77	de-man-dé	
aimait	aimer	128.72	1655.07	ai-mait	
attendait	attendre	127.09	1351.46	at-ten-dait	
tenir	tenir	126.82	504.69	te-nir	
viens	venir	126.49	2763.82	viens	
retrouver	retrouver	125.20	295.17	re-trou-ver	
rester	rester	123.78	1003.56	res-ter	
leva	lever	123.58	165.98	le-va	
faisaient	faire	123.38	8813.48	fai-saient	
donnait	donner	123.24	1209.67	don-nait	
entendu	entendre	122.91	728.67	en-ten-du	
jouer	jouer	121.82	570.12	jouer	
paraissait	paraître	118.31	122.14	pa-rais-sait	
faisant	faire	118.11	8813.48	fai-sant	
parlé	parler	118.04	1970.55	par-lé	
laissé	laisser	117.57	1334.10	lais-sé	
vont	aller	116.62	9992.77	vont	
écrire	écrire	116.15	305.92	é-cri-re	
perdu	perdre	115.07	546.08	per-du	
pouvoir	pouvoir	114.39	5524.47	pou-voir	
paraît	paraître	113.92	122.14	pa-raît	
prenait	prendre	113.92	1913.83	pre-nait	
portait	porter	113.85	319.98	por-tait	
voulez	vouloir	113.58	5249.30	vou-lez	
pouvais	pouvoir	113.24	5524.47	pou-vais	
vit	voir	113.11	4119.43	vit	
faudrait	falloir	111.69	1653.76	fau-drait	
connais	connaître	111.35	961.03	con-nais	
entrer	entrer	109.26	450.11	en-trer	
pensait	penser	109.05	1485.47	pen-sait	
répondit	répondre	107.30	251.57	ré-pon-dit	
voulais	vouloir	107.30	5249.30	vou-lais	
arrivait	arriver	105.00	1252.42	ar-ri-vait	
appelait	appeler	104.59	1165.48	ap-pe-lait	
lire	lire	103.58	281.09	li-re	
comprends	comprendre	103.18	893.51	com-prend-s	
dois	devoir	102.03	3232.57	dois	
aurait	avoir	101.82	13572.40	au-rait	
fût	être	100.74	32236.50	fût	
boire	boire	100.27	339.05	boi-re	
tirer	tirer	99.73	415.14	ti-rer	
répondre	répondre	98.58	251.57	ré-pon-dre	
arrivé	arriver	97.91	1252.42	ar-ri-vé	
appris	apprendre	97.70	348.47	ap-pris	
perdre	perdre	97.70	546.08	per-dre	
pensé	penser	97.57	1485.47	pen-sé	
monter	monter	96.89	277.32	mon-ter	
tient	tenir	96.69	504.69	tient	
reprit	reprendre	96.01	126.92	re-prit	
sourit	sourire	95.74	53.97	sou-rit	
devenu	devenir	95.68	438.57	de-ve-nu	
dormir	dormir	95.20	392.09	dor-mir	
écrit	écrire	95.07	305.92	é-crit	
arriver	arriver	95.00	1252.42	ar-ri-ver	
mort	mourir	93.65	916.40	mort	
arrêta	arrêter	93.31	993.79	ar-rê-ta	
faites	faire	93.31	8813.48	fai-tes	
voudrais	vouloir	92.09	5249.30	vou-drais	
allais	aller	91.01	9992.77	al-lais	
cru	croire	90.81	1711.99	cru	
connaissait	connaître	90.68	961.03	con-nais-sait	
voyais	voir	90.27	4119.43	voyais	
connaître	connaître	90.14	961.03	con-naî-tre	
étions	être	89.73	32236.50	é-tions	
vint	venir	88.72	2763.82	vint	
ouvrir	ouvrir	88.58	413.32	ou-vrir	
sortit	sortir	86.96	884.26	sor-tit	
met	mettre	86.69	1004.83	met	
ouvrit	ouvrir	86.62	413.32	ou-vrit	
quitter	quitter	85.95	276.23	quit-ter	
dirait	dire	85.88	5946.15	di-rait	
devenir	devenir	85.27	438.57	de-ve-nir	
arrête	arrêter	85.07	993.79	ar-rê-te	
ajouta	ajouter	85.00	38.88	a-jou-ta	
sent	sentir	84.73	535.40	sent	
sentais	sentir	84.59	535.40	sen-tais	
connu	connaître	84.53	961.03	con-nu	
aimer	aimer	84.46	1655.07	ai-mer	
voyez	voir	83.65	4119.43	voyez	
écoute	écouter	83.58	470.93	é-cou-te	
sens	sentir	82.91	535.40	sens	
laissait	laisser	82.77	1334.10	lais-sait	
passa	passer	82.50	1495.49	pas-sa	
commence	commencer	82.50	436.83	com-men-ce	
disant	dire	81.62	5946.15	di-sant	
montrer	montrer	81.15	327.33	mon-trer	
marcher	marcher	80.88	364.37	mar-cher	
allaient	aller	80.88	9992.77	al-laient	
arrêter	arrêter	80.61	993.79	ar-rê-ter	
agissait	agir	80.47	195.94	a-gis-sait	
oublié	oublier	80.27	486.96	ou-blié	
entendait	entendre	80.27	728.67	en-ten-dait	
suivre	suivre	80.14	2090.54	sui-vre	
ouvre	ouvrir	80.07	413.32	ou-vre	
porter	porter	79.93	319.98	por-ter	
porte	porter	79.05	319.98	por-te	
entends	entendre	78.45	728.67	en-tend-s	
pensa	penser	78.11	1485.47	pen-sa	
lève	lever	77.70	165.98	lè-ve	
su	savoir	77.64	4516.71	su	
dites	dire	77.43	5946.15	di-tes	
ferait	faire	77.23	8813.48	fe-rait	
rentrer	rentrer	77.23	532.51	ren-trer	
devenait	devenir	77.16	438.57	de-ve-nait	
demandait	demander	77.03	909.77	de-man-dait	
expliquer	expliquer	76.55	200.93	ex-pli-quer	
revenir	revenir	76.28	618.62	re-ve-nir	
mettait	mettre	75.54	1004.83	met-tait	
attendant	attendre	75.47	1351.46	at-ten-dant	
aura	avoir	75.14	13572.40	au-ra	
puisse	pouvoir	74.80	5524.47	puis-se	
commençait	commencer	74.66	436.83	com-men-çait	
servir	servir	74.59	309.81	ser-vir	
attend	attendre	74.46	1351.46	at-tend	
sentir	sentir	74.19	535.40	sen-tir	
oublier	oublier	74.19	486.96	ou-blier	
commencé	commencer	73.99	436.83	com-men-cé	
poser	poser	73.85	217.20	po-ser	
regardant	regarder	73.78	1197.29	re-gar-dant	
décidé	décider	73.78	207.76	dé-ci-dé	
agit	agir	73.72	195.94	a-git	
venaient	venir	73.65	2763.82	ve-naient	
croyait	croire	73.24	1711.99	croyait	
souviens	souvenir	72.84	315.05	sou-viens	
changer	changer	72.30	411.99	chan-ger	
aimé	aimer	71.96	1655.07	ai-mé	
courir	courir	71.82	146.50	cou-rir	
parut	paraître	71.28	122.14	pa-rut	
apprendre	apprendre	71.22	348.47	ap-pren-dre	
disais	dire	70.68	5946.15	di-sais	
finit	finir	70.47	557.61	fi-nit	
descendre	descendre	70.41	235.97	des-cen-dre	
revint	revenir	70.41	618.62	re-vint	
monte	monter	70.34	277.32	mon-te	
prends	prendre	70.20	1913.83	prend-s	
empêcher	empêcher	70.20	121.85	em-pê-cher	
pensais	penser	69.66	1485.47	pen-sais	
sentit	sentir	69.66	535.40	sen-tit	
vaut	valoir	69.39	236.07	vaut	
peuvent	pouvoir	69.32	5524.47	peu-vent	
posé	poser	69.26	217.20	po-sé	
finir	finir	68.92	557.61	fi-nir	
avons	avoir	68.85	13572.40	a-vons	
changé	changer	68.85	411.99	chan-gé	
tourner	tourner	68.78	204.15	tour-ner	
garder	garder	68.31	338.40	gar-der	
fallu	falloir	68.04	1653.76	fal-lu	
sorti	sortir	67.97	884.26	sor-ti	
laissa	laisser	67.97	1334.10	lais-sa	
travailler	travailler	67.77	479.49	tra-vail-ler	
reprendre	reprendre	67.70	126.92	re-pren-dre	
alla	aller	67.57	9992.77	al-la	
pouvaient	pouvoir	67.16	5524.47	pou-vaient	
lever	lever	66.89	165.98	le-ver	
cherche	chercher	66.69	712.46	cher-che	
asseoir	asseoir	66.08	322.71	as-seoir	
posa	poser	65.68	217.20	po-sa	
tuer	tuer	65.54	928.06	tuer	
pourrais	pouvoir	64.93	5524.47	pour-rais	
raconter	raconter	64.86	253.84	ra-con-ter	
gagner	gagner	64.59	294.44	ga-gner	
imaginer	imaginer	64.26	194.29	i-ma-gi-ner	
appeler	appeler	63.92	1165.48	ap-pe-ler	
pleurer	pleurer	63.51	191.64	pleu-rer	
entendit	entendre	63.31	728.67	en-ten-dit	
coucher	coucher	63.24	181.96	cou-cher	
entend	entendre	63.11	728.67	en-tend	
vouloir	vouloir	62.97	5249.30	vou-loir	
viennent	venir	62.77	2763.82	vien-nent	
attends	attendre	62.57	1351.46	at-tend-s	
montait	monter	62.57	277.32	mon-tait	
reconnaître	reconnaître	62.30	140.73	re-con-naî-tre	
resté	rester	62.09	1003.56	res-té	
jeter	jeter	61.89	192.18	je-ter	
retourna	retourner	61.62	245.35	re-tour-na	
glisser	glisser	61.62	34.75	glis-ser	
faudra	falloir	61.22	1653.76	fau-dra	
cessé	cesser	61.22	68.11	ces-sé	
devaient	devoir	61.22	3232.57	de-vaient	
jeta	jeter	60.95	192.18	je-ta	
passant	passer	60.88	1495.49	pas-sant	
fasse	faire	60.88	8813.48	fas-se	
tourne	tourner	60.81	204.15	tour-ne	
faisais	faire	60.54	8813.48	fai-sais	
venue	venir	60.47	2763.82	ve-nue	
aider	aider	60.41	688.71	ai-der	
continuait	continuer	60.27	269.95	con-ti-nuait	
tombe	tomber	60.27	407.82	tom-be	
répondu	répondre	60.14	251.57	ré-pon-du	
quitté	quitter	60.14	276.23	quit-té	
éviter	éviter	60.07	87.47	é-vi-ter	
croit	croire	60.00	1711.99	croit	
suffit	suffire	59.66	232.08	suf-fit	
fera	faire	59.66	8813.48	fe-ra	
rejoindre	rejoindre	59.66	96.98	re-join-dre	
trouva	trouver	59.53	1335.49	trou-va	
devient	devenir	59.46	438.57	de-vient	
faite	faire	59.39	8813.48	fai-te	
entre	entrer	58.78	450.11	en-tre	
disparu	disparaître	58.78	166.13	dis-pa-ru	
tourna	tourner	58.72	204.15	tour-na	
parti	partir	58.72	1111.97	par-ti	
laissant	laisser	58.51	1334.10	lais-sant	
sort	sortir	58.51	884.26	sort	
marche	marcher	58.38	364.37	mar-che	
murmura	murmurer	58.31	7.27	mur-mu-ra	
payer	payer	58.31	416.68	payer	
rendait	rendre	58.24	508.81	ren-dait	
lu	lire	57.97	281.09	lu	
existe	exister	57.97	136.24	exis-te	
rappelle	rappeler	57.70	281.75	rap-pel-le	
battre	battre	57.36	200.35	bat-tre	
croyais	croire	57.36	1711.99	croyais	
allé	aller	57.30	9992.77	al-lé	
aimais	aimer	57.16	1655.07	ai-mais	
retourner	retourner	57.16	245.35	re-tour-ner	
acheter	acheter	57.09	290.70	a-che-ter	
connaît	connaître	57.03	961.03	con-naît	
revenait	revenir	56.76	618.62	re-ve-nait	
occuper	occuper	56.69	375.14	oc-cu-per	
vécu	vivre	56.62	510.19	vé-cu	
essayer	essayer	56.42	670.40	es-sayer	
ouvert	ouvrir	56.35	413.32	ou-vert	
vue	voir	56.35	4119.43	vue	
toucher	toucher	56.15	270.27	tou-cher	
écouter	écouter	56.15	470.93	é-cou-ter	
reçu	recevoir	56.15	192.73	re-çu	
remettre	remettre	56.08	144.99	re-met-tre	
semblaient	sembler	55.81	229.25	sem-blaient	
réussi	réussir	55.74	131.88	réus-si	
cria	crier	55.74	116.94	cria	
tire	tirer	55.14	415.14	ti-re	
croyez	croire	55.07	1711.99	croyez	
plaît	plaire	55.00	607.21	plaît	
retrouvé	retrouver	55.00	295.17	re-trou-vé	
ressemblait	ressembler	54.26	148.62	res-sem-blait	
raconte	raconter	54.12	253.84	ra-con-te	
tenu	tenir	54.12	504.69	te-nu	
imagine	imaginer	53.58	194.29	i-ma-gi-ne	
devais	devoir	53.38	3232.57	de-vais	
vivait	vivre	53.18	510.19	vi-vait	
pouvez	pouvoir	53.11	5524.47	pou-vez	
tiré	tirer	53.04	415.14	ti-ré	
compter	compter	52.77	227.78	comp-ter	
resta	rester	52.70	1003.56	res-ta	
cherchait	chercher	52.50	712.46	cher-chait	
devenue	devenir	52.03	438.57	de-ve-nue	
entra	entrer	51.96	450.11	en-tra	
assise	asseoir	51.69	322.71	as-si-se	
compte	compter	51.55	227.78	comp-te	
regardé	regarder	51.55	1197.29	re-gar-dé	
repris	reprendre	51.55	126.92	re-pris	
répond	répondre	51.55	251.57	ré-pond	
revient	revenir	51.49	618.62	re-vient	
devrait	devoir	51.49	3232.57	de-vrait	
commença	commencer	51.35	436.83	com-men-ça	
tendit	tendre	51.22	26.63	ten-dit	
découvrir	découvrir	50.88	124.20	dé-cou-vrir	
sortait	sortir	50.81	884.26	sor-tait	
continue	continuer	50.54	269.95	con-ti-nue	
retourne	retourner	50.54	245.35	re-tour-ne	
tournait	tourner	50.41	204.15	tour-nait	
offrir	offrir	50.34	177.80	of-frir	
surpris	surprendre	50.00	56.80	sur-pris	
jouait	jouer	49.93	570.12	jouait	
put	pouvoir	49.66	5524.47	put	
recevoir	recevoir	49.12	192.73	re-ce-voir	
ait	avoir	49.12	13572.40	ait	
senti	sentir	49.05	535.40	sen-ti	
tombait	tomber	49.05	407.82	tom-bait	
pose	poser	48.85	217.20	po-se	
manquait	manquer	48.78	253.94	man-quait	
assit	asseoir	48.72	322.71	as-sit	
marchait	marcher	48.65	364.37	mar-chait	
cacher	cacher	48.45	204.13	ca-cher	
arrêté	arrêter	48.24	993.79	ar-rê-té	
prenant	prendre	48.04	1913.83	pre-nant	
suivi	suivre	48.04	2090.54	sui-vi	
échapper	échapper	48.04	95.07	é-chap-per	
tombé	tomber	47.97	407.82	tom-bé	
retrouve	retrouver	47.57	295.17	re-trou-ve	
arriva	arriver	47.50	1252.42	ar-ri-va	
crier	crier	47.30	116.94	crier	
avions	avoir	46.82	13572.40	a-vions	
tué	tuer	46.82	928.06	tué	
mise	mettre	46.69	1004.83	mi-se	
ouvrait	ouvrir	46.62	413.32	ou-vrait	
tenant	tenir	46.62	504.69	te-nant	
bouger	bouger	46.62	211.90	bou-ger	
donna	donner	46.28	1209.67	don-na	
rendu	rendre	46.08	508.81	ren-du	
doivent	devoir	45.95	3232.57	doi-vent	
pousser	pousser	45.68	125.61	pous-ser	
essayé	essayer	45.68	670.40	es-sayé	
écoutait	écouter	45.61	470.93	é-cou-tait	
sert	servir	45.47	309.81	sert	
aperçut	apercevoir	45.47	34.56	a-per-çut	
jette	jeter	45.34	192.18	jet-te	
répondait	répondre	45.14	251.57	ré-pon-dait	
jeté	jeter	45.07	192.18	je-té	
rencontré	rencontrer	45.00	241.04	ren-con-tré	
morte	mourir	44.93	916.40	mor-te	
tiens	tenir	44.86	504.69	tiens	
voyons	voir	44.80	4119.43	voyons	
suffisait	suffire	44.66	232.08	suf-fi-sait	
maintenant	maintenir	44.59	121.32	main-te-nant	
savent	savoir	44.53	4516.71	sa-vent	
choisi	choisir	44.53	170.48	choi-si	
puis	pouvoir	44.39	5524.47	puis	
souriait	sourire	44.26	53.97	sou-riait	
dut	devoir	44.19	3232.57	dut	
prie	prier	44.19	313.12	prie	
disent	dire	44.12	5946.15	di-sent	
rencontrer	rencontrer	43.92	241.04	ren-con-trer	
revoir	revoir	43.85	162.84	re-voir	
espère	espérer	43.85	301.08	es-pè-re	
continuer	continuer	43.51	269.95	con-ti-nuer	
voudrait	vouloir	43.45	5249.30	vou-drait	
sauter	sauter	43.31	123.03	sau-ter	
préparer	préparer	43.24	174.33	pré-pa-rer	
souriant	sourire	42.97	53.97	sou-riant	
pût	pouvoir	42.70	5524.47	pût	
approcha	approcher	42.70	117.65	ap-pro-cha	
foutre	foutre	42.70	400.67	fou-tre	
prise	prendre	42.64	1913.83	pri-se	
voyant	voir	42.64	4119.43	voyant	
commencer	commencer	42.50	436.83	com-men-cer	
promis	promettre	42.43	185.26	pro-mis	
revenu	revenir	42.43	618.62	re-ve-nu	
servait	servir	42.43	309.81	ser-vait	
passaient	passer	42.23	1495.49	pas-saient	
poussé	pousser	42.03	125.61	pous-sé	
riant	rire	41.96	140.24	riant	
dormait	dormir	41.89	392.09	dor-mait	
connaissais	connaître	41.82	961.03	con-nais-sais	
pousse	pousser	41.82	125.61	pous-se	
rentre	rentrer	41.76	532.51	ren-tre	
pensez	penser	41.69	1485.47	pen-sez	
répéta	répéter	41.62	98.31	ré-pé-ta	
valait	valoir	41.62	236.07	va-lait	
défendre	défendre	41.49	78.55	dé-fen-dre	
manque	manquer	41.49	253.94	man-que	
venez	venir	41.42	2763.82	ve-nez	
comprenait	comprendre	41.28	893.51	com-pre-nait	
empêche	empêcher	41.15	121.85	em-pê-che	
envoyer	envoyer	41.15	360.16	en-voyer	
avance	avancer	40.88	95.62	a-van-ce	
crie	crier	40.81	116.94	crie	
couché	coucher	40.74	181.96	cou-ché	
fis	faire	40.74	8813.48	fis	
suivait	suivre	40.54	2090.54	sui-vait	
joue	jouer	40.47	570.12	joue	
atteindre	atteindre	40.47	61.83	at-tein-dre	
souffrir	souffrir	40.41	113.83	souf-frir	
venus	venir	40.41	2763.82	ve-nus	
levé	lever	40.41	165.98	le-vé	
ressemble	ressembler	40.41	148.62	res-sem-ble	
sourire	sourire	40.34	53.97	sou-ri-re	
conduire	conduire	40.27	169.64	con-dui-re	
paraître	paraître	40.27	122.14	pa-raî-tre	
parlaient	parler	40.27	1970.55	par-laient	
bu	boire	40.07	339.05	bu	
chargé	charger	40.07	93.02	char-gé	
rend	rendre	40.00	508.81	rend	
portant	porter	39.93	319.98	por-tant	
remarqué	remarquer	39.86	80.56	re-mar-qué	
sois	être	39.80	32236.50	sois	
vit	vivre	39.80	510.19	vit	
serais	être	39.59	32236.50	se-rais	
tira	tirer	39.59	415.14	ti-ra	
essaie	essayer	39.59	670.40	es-saie	
serai	être	39.46	32236.50	se-rai	
lisait	lire	39.12	281.09	li-sait	
remis	remettre	39.12	144.99	re-mis	
veulent	vouloir	39.05	5249.30	veu-lent	
montre	montrer	38.99	327.33	mon-tre	
parla	parler	38.99	1970.55	par-la	
assurer	assurer	38.85	107.71	as-su-rer	
tourné	tourner	38.78	204.15	tour-né	
servi	servir	38.72	309.81	ser-vi	
lança	lancer	38.72	75.22	lan-ça	
porté	porter	38.65	319.98	por-té	
retenir	retenir	38.65	71.58	re-te-nir	
souvenir	souvenir	38.65	315.05	sou-ve-nir	
remonter	remonter	38.51	71.33	re-mon-ter	
penses	penser	38.24	1485.47	pen-ses	
explique	expliquer	38.24	200.93	ex-pli-que	
vis	voir	38.24	4119.43	vis	
raconté	raconter	38.18	253.84	ra-con-té	
riait	rire	37.97	140.24	riait	
passent	passer	37.91	1495.49	pas-sent	
trouvais	trouver	37.84	1335.49	trou-vais	
obtenir	obtenir	37.77	88.08	ob-te-nir	
rit	rire	37.70	140.24	rit	
couler	couler	37.70	47.56	cou-ler	
embrasser	embrasser	37.70	138.97	em-bras-ser	
garde	garder	37.70	338.40	gar-de	
poussa	pousser	37.64	125.61	pous-sa	
traverser	traverser	37.57	72.26	tra-ver-ser	
pourra	pouvoir	37.36	5524.47	pour-ra	
répète	répéter	37.30	98.31	ré-pè-te	
gardait	garder	37.30	338.40	gar-dait	
firent	faire	37.16	8813.48	fi-rent	
occupe	occuper	37.09	375.14	oc-cu-pe	
arrêtait	arrêter	37.09	993.79	ar-rê-tait	
gardé	garder	36.89	338.40	gar-dé	
sauver	sauver	36.89	246.54	sau-ver	
voulut	vouloir	36.89	5249.30	vou-lut	
décida	décider	36.82	207.76	dé-ci-da	
attendais	attendre	36.82	1351.46	at-ten-dais	
disparaître	disparaître	36.76	166.13	dis-pa-raî-tre	
saisit	saisir	36.69	36.81	sai-sit	
accepter	accepter	36.62	165.84	ac-cep-ter	
comprit	comprendre	36.62	893.51	com-prit	
aille	aller	36.55	9992.77	ail-le	
réfléchir	réfléchir	36.55	116.71	ré-flé-chir	
devrais	devoir	36.49	3232.57	de-vrais	
courant	courir	36.42	146.50	cou-rant	
expliqua	expliquer	36.42	200.93	ex-pli-qua	
trouvaient	trouver	36.35	1335.49	trou-vaient	
partie	partir	36.28	1111.97	par-tie	
parlant	parler	36.15	1970.55	par-lant	
préfère	préférer	36.15	179.44	pré-fè-re	
hésita	hésiter	36.15	30.06	hé-si-ta	
eus	avoir	36.01	13572.40	eus	
né	naître	36.01	116.11	né	
regardais	regarder	36.01	1197.29	re-gar-dais	
aimerais	aimer	36.01	1655.07	ai-me-rais	
fuir	fuir	35.88	76.82	fuir	
essayait	essayer	35.81	670.40	es-sayait	
frappé	frapper	35.68	160.04	frap-pé	
atteint	atteindre	35.68	61.83	at-teint	
disaient	dire	35.68	5946.15	di-saient	
tenaient	tenir	35.68	504.69	te-naient	
travaille	travailler	35.54	479.49	tra-vail-le	
permis	permettre	35.54	172.86	per-mis	
suivit	suivre	35.47	2090.54	sui-vit	
danser	danser	35.41	137.36	dan-ser	
parles	parler	35.34	1970.55	par-les	
furent	être	35.34	32236.50	fu-rent	
approcher	approcher	35.27	117.65	ap-pro-cher	
apercevoir	apercevoir	35.20	34.56	a-per-ce-voir	
envoyé	envoyer	35.20	360.16	en-voyé	
donnaient	donner	35.07	1209.67	don-naient	
obligé	obliger	35.07	91.63	o-bli-gé	
choisir	choisir	35.00	170.48	choi-sir	
crut	croire	34.93	1711.99	crut	
terminé	terminer	34.93	142.38	ter-mi-né	
tirait	tirer	34.86	415.14	ti-rait	
posée	poser	34.80	217.20	po-sée	
oublie	oublier	34.66	486.96	ou-blie	
sortant	sortir	34.66	884.26	sor-tant	
attendu	attendre	34.66	1351.46	at-ten-du	
sachant	savoir	34.59	4516.71	sa-chant	
fous	foutre	34.46	400.67	fous	
haussa	hausser	34.46	1.76	haus-sa	
intéresse	intéresser	34.39	140.80	in-té-res-se	
arracher	arracher	34.32	54.19	ar-ra-cher	
avançait	avancer	34.32	95.62	a-van-çait	
chanter	chanter	34.26	166.34	chan-ter	
paru	paraître	34.12	122.14	pa-ru	
monta	monter	34.05	277.32	mon-ta	
pencha	pencher	34.05	16.90	pen-cha	
descendit	descendre	33.99	235.97	des-cen-dit	
saurait	savoir	33.92	4516.71	sau-rait	
ajouter	ajouter	33.85	38.88	a-jou-ter	
jetait	jeter	33.85	192.18	je-tait	
poussait	pousser	33.78	125.61	pous-sait	
rouler	rouler	33.78	61.82	rou-ler	
saisir	saisir	33.78	36.81	sai-sir	
mets	mettre	33.72	1004.83	mets	
aurais	avoir	33.72	13572.40	au-rais	
avouer	avouer	33.72	61.56	a-vouer	
montrait	montrer	33.65	327.33	mon-trait	
dîner	dîner	33.65	79.30	dî-ner	
joué	jouer	33.58	570.12	joué	
regardaient	regarder	33.51	1197.29	re-gar-daient	
respirer	respirer	33.51	76.08	res-pi-rer	
